	news_collected_time	news_title
21506	2015-02-09	Obama: Merkel wouldn't put me in position that Netanyahu has
21507	2015-02-09	Merkel speaks softly, Obama holds a stick
21508	2015-02-09	Boston Buried By Snow Again as 'Absurd' Winter Drags On
21509	2015-02-09	Drew Peterson charged with trying to hire hitman to kill prosecutor
21510	2015-02-09	Photos: Grammy Awards show 2015
21511	2015-02-09	MPs to launch inquiry into HSBC tax scandal
21512	2015-02-09	Cops: Selfie shows teen victim dead in chair, shot in face
21513	2015-02-09	Report: Jindal's response to viral portrait, 'You mean I'm not white?'
21514	2015-02-09	Will Netanyahu still address Congress?
21515	2015-02-09	Same-sex marriage begins in parts of Alabama, thwarted in others
21516	2015-02-09	Obama Faces Tough Sell to Get New War Powers to Fight IS
21517	2015-02-09	"Jeb Bush testing presidential run: ""My life is totally focused on this."""
21518	2015-02-09	Sam Smith's Theory of Winning Everything
21519	2015-02-09	Infant in Georgia diagnosed with measles
21520	2015-02-09	Pennsylvania teen killed classmate, took 'selfie' with body: police
21521	2015-02-09	Drew Peterson charged with trying to kill prosecutor
21522	2015-02-09	Half of Alabama Counties Defy Feds by Blocking Gay Marriage
21523	2015-02-09	The Drew Peterson saga: A timeline of the case
21524	2015-02-09	Eyeing 2016, Jeb Bush urges GOP to court Latinos as he's set to release thousands of new emails
21525	2015-02-09	US Measles Cases for 2015 Rise 18.6% Over Past Week
21526	2015-02-09	Jeannette Superintendent Outlines New Security Measures Following Teen's ...
21527	2015-02-09	Obama backs softer German approach on Ukraine
21528	2015-02-09	Teen Murder Suspect Sent Snapchat Of Slain Classmate
21529	2015-02-09	Poll showing Jeb Bush ahead reveals Jeb Bush's weakness
21530	2015-02-09	Obama faces tough sell to get new US war powers to fight IS
21531	2015-02-09	US re-examines prosecution deal after HSBC tax row
21532	2015-02-09	Questions Remain as Nigeria's Northeast Reacts to Vote Delay
21533	2015-02-09	Obama Says U.S. Examining Options in Ukraine If Talks Fail
21534	2015-02-09	Before He Was A Grammy Winner — A Conversation With Sam Smith
21535	2015-02-09	Obama soon to ask Congress for ISIS war authority
21536	2015-02-09	Measles Outbreak, Measles Vaccine: Top Questions Answered
21537	2015-02-09	Obama Says He Doesn't Expect More Extensions in Talks With Iran
21538	2015-02-09	Bobby Jindal makes light of his portrait
21539	2015-02-09	Polls Suggest Another Bush Vs. Clinton Election Is Likely In 2016
21540	2015-02-09	Justice Thomas's Dissent Hints of Supreme Court's Intentions on Same-Sex ...
21541	2015-02-09	Jeb Bush hires co-founder of hipster.com
21542	2015-02-09	Grammys audience dips to 25.3 million, Kanye West's antics drive Twitter
21543	2015-02-09	Stay Away From 'Measles Parties' Docs Warn Parents
21544	2015-02-09	Obama warns Netanyahu: Don't sour Iran talks with Congress speech
21545	2015-02-09	Boko Haram militants bomb town, kidnap bus passengers during attacks in Cameroon, Niger
21546	2015-02-09	Latest snowstorm creates conundrum: Where to put it all?
21547	2015-02-09	Kurds recapture ground from IS north of Mosul: US
21548	2015-02-09	5 Sports Events More Surprising Than Beck Winning Album Of The Year « CBS DC
21549	2015-02-09	Explainer: why it's crunchtime for Ukraine
21550	2015-02-09	New Pew Poll: Republicans and Democrats Agree On Measles Vaccine Safety
21551	2015-02-09	Jindal: Education deserves debate during 2016 race
21552	2015-02-09	Boko Haram Militants Storm Prison In Niger
21553	2015-02-09	Ethan Czahor deletes tweets after getting hired by Jeb Bush
21554	2015-02-09	This could be stock of decade: Bill Miller
21555	2015-02-09	Grammy Awards capture lowest viewership since 2009
21556	2015-02-09	Florida Sen. Rubio's PAC taps top New Hampshire GOP adviser
21557	2015-02-09	White House will send Congress legislation to fight ISIS this week
21558	2015-02-09	Winter weather caused flight cancellations
21559	2015-02-09	Overnight Healthcare: Lawmakers dive into vaccine debate amid measles ...
21560	2015-02-09	A dream and a draw: Wednesday's Powerball jackpot expected to hit $450 million
21561	2015-02-09	Florida Sen. Rubio's PAC taps top New Hampshire GOP adviser
21562	2015-02-09	'Stay With Me' by Sam Smith wins Grammy Award for song of the year
21563	2015-02-09	Obama readying request to use force against Islamic State
21564	2015-02-09	Gay Marriages Start in Alabama After Supreme Court Ruling
21565	2015-02-09	New England, Northeast suffer more winter woes
21566	2015-02-09	Dems make up after Hillaryland spat
21567	2015-02-09	Supreme Court Refuses To Stop Gay Marriages In Alabama
21568	2015-02-09	Activist David Brock considers rejoining pro-Clinton super PAC Priorities USA
21569	2015-02-09	Netanyahu's ready to talk to Congress, even if some lawmakers aren't ready to ...
21570	2015-02-09	Supreme Court Undercuts Alabama Chief Justice's Argument to Delay Same ...
21571	2015-02-09	Snowstorm wallops Boston with 20 more inches; records fall
21572	2015-02-09	Tribune analysis: More Illinois schools reach key measles vaccine threshold
21573	2015-02-09	Jeb Bush's tech officer scrubs his account of 'inappropriate' tweets
21574	2015-02-09	Authorities: Drew Peterson tried to put hit on prosecutor
21575	2015-02-09	Florida Sen. Rubio's PAC taps top New Hampshire GOP adviser
21576	2015-02-09	Tough sell brewing over powers to battle militants
21577	2015-02-09	Cars Crumpled, Woman Carjacked in Wild Los Angeles Chase
21578	2015-02-09	California confirms 107 cases of measles, 39 from Disneyland outbreak
21579	2015-02-09	New Jeb Bush Hire Called Women 'Sluts' On Twitter
21580	2015-02-09	Sam Smith jokes that he is 'dying' from an epic hangover ...following his big night at the Grammys
21581	2015-02-09	Armed man leads LA police on violent car chase
21582	2015-02-09	Bobby Jindal's national education reform package mirrors his efforts in Louisiana
21583	2015-02-09	Wild police pursuit through LA ends in gunfire
21584	2015-02-09	Sneed: Drew Peterson still has plenty of fans
21585	2015-02-09	Grammys 2015: Rock Radio Rallies Around Beck After Album of the Year Win
21586	2015-02-09	US President Barack Obama Readying Request to Use Force Against Islamic State
21587	2015-02-09	American snipers speak out against Bradley Cooper movie
21588	2015-02-09	Jindal targets GOP establishment: 'America doesn't need two liberal parties' (+video)
21589	2015-02-09	Clarence Thomas faults Supreme Court for refusing to block gay marriage in Alabama
21590	2015-02-09	2015 Grammys recap // The Observer
21591	2015-02-09	Netanyahu Throws a Punch in Israel's Newspaper War
21592	2015-02-09	Delhi election results 2015: All eyes on 'confident' AAP as counting of votes begins
21593	2015-02-09	Gregg Popovich gets 1000th win as Spurs edge Pacers
21594	2015-02-09	Pennsylvania teen shoots classmate, then takes SnapChat selfie with body
21595	2015-02-09	LA Carjacking, Police Chase Ends in Capture
21596	2015-02-09	15 vehicles involved in New Jersey wreck; 1 person dead
21597	2015-02-09	Lunar landing equipment found in astronaut Neil Armstrong's office
21598	2015-02-09	Tim Duncan, All-Star, has Gregg Popovich nostalgic
21599	2015-02-09	Ethan Czahor, Jeb Bush's Chief Technology Officer, Deletes A Series Of Awful ...
21600	2015-02-09	Malaysia's Top Court Upholds Anwar Ibrahim's Sodomy Conviction
21601	2015-02-09	Here Is Katy Perry's Favorite Song To Have Sex To Right Now
21602	2015-02-09	Gay rights group calls for signatures to send to Supreme Court
21603	2015-02-09	Jeb Bush releases part of eBook, foreshadowing presidential run
21604	2015-02-09	7 Vaccine Myths Debunked by Doctors
21605	2015-02-09	Malaysia's Anwar found guilty in sodomy case
21606	2015-02-09	Merkel says Ukraine conflict can't be solved by military
21607	2015-02-09	Music teacher 'proud' of Sam Smith's Grammy success
21608	2015-02-09	At Least 1 Dead in NJ Turnpike Multi-Car Crashes
21609	2015-02-09	Drew Peterson charged in murder-for-hire plot against his prosecutor
21610	2015-02-09	Delhi polls: AAP creates history, wins 62 seats, Cong none
21611	2015-02-10	Clarence Thomas: Supreme Court's Decision Suggests Justices' Minds Are ...
21612	2015-02-10	Jeb Bush discusses new book, presidential aspirations
21613	2015-02-10	Malaysian Court Upholds Opposition Leader's Sodomy Conviction
21614	2015-02-10	California confirms 107 cases of measles, 39 from Disneyland outbreak
21615	2015-02-10	Major Pileup on New Jersey Turnpike Leaves at Least One Dead
21616	2015-02-10	AAP ahead of BJP, Congress in Delhi
21617	2015-02-10	In Alabama, a patchwork of reactions over same-sex marriage
21618	2015-02-10	Mixed Bag Of Winter Weather To Continue Through The Night « CBS Philly
21619	2015-02-10	Malaysia court upholds sodomy conviction against opposition leader
21620	2015-02-10	'Serial Stowaway' Marilyn Hartman arrested in Florida
21621	2015-02-10	Grammys 2015 was a low-wattage affair
21622	2015-02-10	Samsung Says TV Voice Function Can Collect Private Conversations
21623	2015-02-10	Police say gunman was shot at end of wild Los Angeles chase
21624	2015-02-10	Reports: Jesse Matthew charged in Hannah Graham slaying
21625	2015-02-10	Measles Vaccine Poll In US Says 83% Think It's Safe For Healthy Children
21626	2015-02-10	Unrelenting snowfall darkening moods
21627	2015-02-10	Dorm room death: Boyfriend did 'completely fake' CPR on strangled Pennsylvania student, police say
21628	2015-02-10	Samsung Reveals Potential for Smart TVs to Eavesdrop
21629	2015-02-10	Man In Custody After Carjacking, Multiple Crashes « CBS Los Angeles
21630	2015-02-10	Muffler Man is Godzilla: At 53%, Kejriwal's victory is mandate of mandates
21631	2015-02-10	Sources: Jesse Matthew charged with first-degree murder of Hannah Graham
21632	2015-02-10	New England digs out from latest winter whopper
21633	2015-02-10	California measles outbreak: 123 cases, latest is in Solano County
21634	2015-02-10	Pa. boyfriend who fatally beat college freshman Karlie Hall faked CPR hours later, police say
21635	2015-02-10	Samsung explains why its SmartTV records private conversations (+video)
21636	2015-02-10	Wild LA pursuit ends with suspect shot, in custody
21637	2015-02-10	Delhi election results LIVE: Arvind Kejriwal returns; AAP sweep decimates BJP ...
21638	2015-02-10	Obama may seek new authority for Islamic State fight
21639	2015-02-10	New England digs out from latest winter whopper
21640	2015-02-10	Samsung smart TV may be spying on you
21641	2015-02-10	In liberal, gun-loving Vermont, new restrictions face fight
21642	2015-02-10	Eddie Redmayne & Sam Smith: the triumph of uncool Britannia
21643	2015-02-10	The sad inevitability of the measles outbreak
21644	2015-02-10	SMN Weekly – Boyfriend killed college student from Millersville University
21645	2015-02-10	Guilty Verdict Handed Down in Landmark Domestic Worker Abuse Case
21646	2015-02-10	Suspect Jesse Matthew Charged With Murder of Hannah Graham: Report
21647	2015-02-10	Alabama judge stakes out defiant stance against same-sex marriages
21648	2015-02-10	Boyfriend Charged With Homicide in Millersville University Student's Death
21649	2015-02-10	"Samsung seeks to soothe ""Big Brother' fears over TVs"
21650	2015-02-10	Assad says Syria is 'informed on anti-IS air campaign'
21651	2015-02-10	Gay marriage comes to Alabama over chief judge's objections
21652	2015-02-10	Girl, 11, charged with murder in 2-month-old's death in Ohio
21653	2015-02-10	Delhi election results 2015: Kejriwal's AAP ends Modi's winning spree, decimates Congress
21654	2015-02-10	'Never forget my face': Ex-cop wife-killer accused of plot to murder prosecutor
21655	2015-02-10	New England Digs Out From Latest Winter Storm
21656	2015-02-10	Supreme Court to hear from thousands on gay marriage
21657	2015-02-10	Court upholds sodomy conviction for Malaysia political leader
21658	2015-02-10	Cars crumpled, woman carjacked in wild Los Angeles chase
21659	2015-02-10	Bush: Staffer's tweets inappropriate, but aide to remain
21660	2015-02-10	India's Governing Party Heads for Crushing Defeat in Delhi Elections
21661	2015-02-10	Gay marriage is Alabama judge's latest battle
21662	2015-02-10	Assad: Syria Receives Indirect Information on US-led Strikes
21663	2015-02-10	Teen accused of killing girlfriend in her dorm room
21664	2015-02-10	Samsung Privacy Policy: Watch What You Say Around Your Smart TV
21665	2015-02-10	Upstart party wins big in India's capital, in blow for Modi
21666	2015-02-10	Syria Given Information About US-Led Airstrikes Against ISIS: Assad
21667	2015-02-10	Malaysia Court Rejects Anwar Ibrahim's Appeal Against Sodomy Conviction
21668	2015-02-10	Girl, 11, charged with murder in 2-month-old's death
21669	2015-02-10	Pa. boyfriend who fatally beat college freshman Karlie Hall faked CPR hours later, police say
21670	2015-02-10	Los Angeles Carjacking Caught On Camera During Wild Chase
21671	2015-02-10	The winter of 2015: Boston would wave a white flag, if you could see it
21672	2015-02-10	Murder charges reportedly filed against Jesse Matthew in Hannah Graham case
21673	2015-02-10	Malaysia court upholds Anwar Ibrahim sodomy conviction
21674	2015-02-10	Five things to know for your New Day -- Tuesday, February 10
21675	2015-02-10	The immigration twist that could fell Jeb Bush 2016
21676	2015-02-10	Video: Police chase: gunman shot after US carjacking
21677	2015-02-10	Strauss-Kahn Greeted by Topless Protesters at Prostitution Trial
21678	2015-02-10	Live: Delhi govt. to be sworn in on Feb. 14
21679	2015-02-10	Bruce Jenner Is The Wrong Poster Boy For Transgender Issues
21680	2015-02-10	New England Set For Two More Snowstorms This Week, Forecasters Warn
21681	2015-02-10	Syria says it gets information on airstrikes against Islamic State
21682	2015-02-10	No state has fought harder against gay marriage ruling than Alabama, expert says
21683	2015-02-10	Ex-IMF head Strauss-Kahn denies 'frenetic' activity at alleged sex parties
21684	2015-02-10	Police chase gunman in car across LA
21685	2015-02-10	'Fifty Shades of Grey' movie review
21686	2015-02-10	Malaysian Court Upholds Sodomy Conviction for Anwar Ibrahim
21687	2015-02-10	Dominique Strauss-Kahn Says He Didn't Engage in 'Unbridled' Behavior
21688	2015-02-10	US Airways flight makes emergency landing at Houston airport
21689	2015-02-10	Anti-corruption party sweeps India's election in blow for Modi
21690	2015-02-10	Samsung SmartTV an 'absurd' privacy intruder, Ann Cavoukian says
21691	2015-02-10	Big development in Hannah Graham case
21692	2015-02-10	'It's ridiculous': Record snowfall blankets New England
